id,class,buying,maint,doors,persons,lug_boot,safety
164,unacc,vhigh,high,4,2,small,med
165,unacc,vhigh,high,4,2,small,high
166,unacc,vhigh,high,4,2,med,low
167,unacc,vhigh,high,4,2,med,med
168,unacc,vhigh,high,4,2,med,high
169,unacc,vhigh,high,4,2,big,low
170,unacc,vhigh,high,4,2,big,med
171,unacc,vhigh,high,4,2,big,high
172,unacc,vhigh,high,4,4,small,low
173,unacc,vhigh,high,4,4,small,med
174,unacc,vhigh,high,4,4,small,high
175,unacc,vhigh,high,4,4,med,low
176,unacc,vhigh,high,4,4,med,med
177,unacc,vhigh,high,4,4,med,high
178,unacc,vhigh,high,4,4,big,low
179,unacc,vhigh,high,4,4,big,med
180,unacc,vhigh,high,4,4,big,high
181,unacc,vhigh,high,4,more,small,low
182,unacc,vhigh,high,4,more,small,med
183,unacc,vhigh,high,4,more,small,high
184,unacc,vhigh,high,4,more,med,low
185,unacc,vhigh,high,4,more,med,med
186,unacc,vhigh,high,4,more,med,high
187,unacc,vhigh,high,4,more,big,low
188,unacc,vhigh,high,4,more,big,med
189,unacc,vhigh,high,4,more,big,high
190,unacc,vhigh,high,5more,2,small,low
191,unacc,vhigh,high,5more,2,small,med
192,unacc,vhigh,high,5more,2,small,high
193,unacc,vhigh,high,5more,2,med,low
194,unacc,vhigh,high,5more,2,med,med
195,unacc,vhigh,high,5more,2,med,high
196,unacc,vhigh,high,5more,2,big,low
197,unacc,vhigh,high,5more,2,big,med
198,unacc,vhigh,high,5more,2,big,high
199,unacc,vhigh,high,5more,4,small,low
200,unacc,vhigh,high,5more,4,small,med
201,unacc,vhigh,high,5more,4,small,high
202,unacc,vhigh,high,5more,4,med,low
203,unacc,vhigh,high,5more,4,med,med
204,unacc,vhigh,high,5more,4,med,high
205,unacc,vhigh,high,5more,4,big,low
206,unacc,vhigh,high,5more,4,big,med
207,unacc,vhigh,high,5more,4,big,high
208,unacc,vhigh,high,5more,more,small,low
209,unacc,vhigh,high,5more,more,small,med
210,unacc,vhigh,high,5more,more,small,high
211,unacc,vhigh,high,5more,more,med,low
212,unacc,vhigh,high,5more,more,med,med
213,unacc,vhigh,high,5more,more,med,high
214,unacc,vhigh,high,5more,more,big,low
215,unacc,vhigh,high,5more,more,big,med
216,unacc,vhigh,high,5more,more,big,high
217,unacc,vhigh,med,2,2,small,low
218,unacc,vhigh,med,2,2,small,med
219,unacc,vhigh,med,2,2,small,high
220,unacc,vhigh,med,2,2,med,low
221,unacc,vhigh,med,2,2,med,med
222,unacc,vhigh,med,2,2,med,high
223,unacc,vhigh,med,2,2,big,low
224,unacc,vhigh,med,2,2,big,med
225,unacc,vhigh,med,2,2,big,high
226,unacc,vhigh,med,2,4,small,low
227,unacc,vhigh,med,2,4,small,med
228,acc,vhigh,med,2,4,small,high
229,unacc,vhigh,med,2,4,med,low
230,unacc,vhigh,med,2,4,med,med
231,acc,vhigh,med,2,4,med,high
232,unacc,vhigh,med,2,4,big,low
233,acc,vhigh,med,2,4,big,med
234,acc,vhigh,med,2,4,big,high
235,unacc,vhigh,med,2,more,small,low
236,unacc,vhigh,med,2,more,small,med
237,unacc,vhigh,med,2,more,small,high
238,unacc,vhigh,med,2,more,med,low
239,unacc,vhigh,med,2,more,med,med
240,acc,vhigh,med,2,more,med,high
241,unacc,vhigh,med,2,more,big,low
242,acc,vhigh,med,2,more,big,med
243,acc,vhigh,med,2,more,big,high
244,unacc,vhigh,med,3,2,small,low
245,unacc,vhigh,med,3,2,small,med
246,unacc,vhigh,med,3,2,small,high
247,unacc,vhigh,med,3,2,med,low
248,unacc,vhigh,med,3,2,med,med
249,unacc,vhigh,med,3,2,med,high
250,unacc,vhigh,med,3,2,big,low
251,unacc,vhigh,med,3,2,big,med
252,unacc,vhigh,med,3,2,big,high
253,unacc,vhigh,med,3,4,small,low
254,unacc,vhigh,med,3,4,small,med
255,acc,vhigh,med,3,4,small,high
256,unacc,vhigh,med,3,4,med,low
257,unacc,vhigh,med,3,4,med,med
258,acc,vhigh,med,3,4,med,high
259,unacc,vhigh,med,3,4,big,low
260,acc,vhigh,med,3,4,big,med
261,acc,vhigh,med,3,4,big,high
262,unacc,vhigh,med,3,more,small,low
263,unacc,vhigh,med,3,more,small,med
264,acc,vhigh,med,3,more,small,high
265,unacc,vhigh,med,3,more,med,low
266,acc,vhigh,med,3,more,med,med
267,acc,vhigh,med,3,more,med,high
268,unacc,vhigh,med,3,more,big,low
269,acc,vhigh,med,3,more,big,med
270,acc,vhigh,med,3,more,big,high
271,unacc,vhigh,med,4,2,small,low
272,unacc,vhigh,med,4,2,small,med
273,unacc,vhigh,med,4,2,small,high
274,unacc,vhigh,med,4,2,med,low
275,unacc,vhigh,med,4,2,med,med
276,unacc,vhigh,med,4,2,med,high
277,unacc,vhigh,med,4,2,big,low
278,unacc,vhigh,med,4,2,big,med
279,unacc,vhigh,med,4,2,big,high
280,unacc,vhigh,med,4,4,small,low
281,unacc,vhigh,med,4,4,small,med
282,acc,vhigh,med,4,4,small,high
283,unacc,vhigh,med,4,4,med,low
284,acc,vhigh,med,4,4,med,med
285,acc,vhigh,med,4,4,med,high
286,unacc,vhigh,med,4,4,big,low
287,acc,vhigh,med,4,4,big,med
288,acc,vhigh,med,4,4,big,high
289,unacc,vhigh,med,4,more,small,low
290,unacc,vhigh,med,4,more,small,med
291,acc,vhigh,med,4,more,small,high
292,unacc,vhigh,med,4,more,med,low
293,acc,vhigh,med,4,more,med,med
294,acc,vhigh,med,4,more,med,high
295,unacc,vhigh,med,4,more,big,low
296,acc,vhigh,med,4,more,big,med
297,acc,vhigh,med,4,more,big,high
298,unacc,vhigh,med,5more,2,small,low
299,unacc,vhigh,med,5more,2,small,med
300,unacc,vhigh,med,5more,2,small,high
301,unacc,vhigh,med,5more,2,med,low
302,unacc,vhigh,med,5more,2,med,med
303,unacc,vhigh,med,5more,2,med,high
304,unacc,vhigh,med,5more,2,big,low
305,unacc,vhigh,med,5more,2,big,med
306,unacc,vhigh,med,5more,2,big,high
307,unacc,vhigh,med,5more,4,small,low
308,unacc,vhigh,med,5more,4,small,med
309,acc,vhigh,med,5more,4,small,high
310,unacc,vhigh,med,5more,4,med,low
311,acc,vhigh,med,5more,4,med,med
312,acc,vhigh,med,5more,4,med,high
313,unacc,vhigh,med,5more,4,big,low
314,acc,vhigh,med,5more,4,big,med
315,acc,vhigh,med,5more,4,big,high
316,unacc,vhigh,med,5more,more,small,low
317,unacc,vhigh,med,5more,more,small,med
318,acc,vhigh,med,5more,more,small,high
319,unacc,vhigh,med,5more,more,med,low
320,acc,vhigh,med,5more,more,med,med
321,acc,vhigh,med,5more,more,med,high
322,unacc,vhigh,med,5more,more,big,low
323,acc,vhigh,med,5more,more,big,med
324,acc,vhigh,med,5more,more,big,high
325,unacc,vhigh,low,2,2,small,low
326,unacc,vhigh,low,2,2,small,med
327,unacc,vhigh,low,2,2,small,high
328,unacc,vhigh,low,2,2,med,low
329,unacc,vhigh,low,2,2,med,med
330,unacc,vhigh,low,2,2,med,high
331,unacc,vhigh,low,2,2,big,low
332,unacc,vhigh,low,2,2,big,med
333,unacc,vhigh,low,2,2,big,high
334,unacc,vhigh,low,2,4,small,low
335,unacc,vhigh,low,2,4,small,med
336,acc,vhigh,low,2,4,small,high
337,unacc,vhigh,low,2,4,med,low
338,unacc,vhigh,low,2,4,med,med
339,acc,vhigh,low,2,4,med,high
340,unacc,vhigh,low,2,4,big,low
341,acc,vhigh,low,2,4,big,med
342,acc,vhigh,low,2,4,big,high
343,unacc,vhigh,low,2,more,small,low
344,unacc,vhigh,low,2,more,small,med
345,unacc,vhigh,low,2,more,small,high
346,unacc,vhigh,low,2,more,med,low
347,unacc,vhigh,low,2,more,med,med
348,acc,vhigh,low,2,more,med,high
349,unacc,vhigh,low,2,more,big,low
350,acc,vhigh,low,2,more,big,med
351,acc,vhigh,low,2,more,big,high
352,unacc,vhigh,low,3,2,small,low
353,unacc,vhigh,low,3,2,small,med
354,unacc,vhigh,low,3,2,small,high
355,unacc,vhigh,low,3,2,med,low
356,unacc,vhigh,low,3,2,med,med
357,unacc,vhigh,low,3,2,med,high
358,unacc,vhigh,low,3,2,big,low
359,unacc,vhigh,low,3,2,big,med
360,unacc,vhigh,low,3,2,big,high
361,unacc,vhigh,low,3,4,small,low
362,unacc,vhigh,low,3,4,small,med
363,acc,vhigh,low,3,4,small,high
364,unacc,vhigh,low,3,4,med,low
365,unacc,vhigh,low,3,4,med,med
366,acc,vhigh,low,3,4,med,high
367,unacc,vhigh,low,3,4,big,low
368,acc,vhigh,low,3,4,big,med
369,acc,vhigh,low,3,4,big,high
370,unacc,vhigh,low,3,more,small,low
371,unacc,vhigh,low,3,more,small,med
372,acc,vhigh,low,3,more,small,high
373,unacc,vhigh,low,3,more,med,low
374,acc,vhigh,low,3,more,med,med
375,acc,vhigh,low,3,more,med,high
376,unacc,vhigh,low,3,more,big,low
377,acc,vhigh,low,3,more,big,med
378,acc,vhigh,low,3,more,big,high
379,unacc,vhigh,low,4,2,small,low
380,unacc,vhigh,low,4,2,small,med
381,unacc,vhigh,low,4,2,small,high
382,unacc,vhigh,low,4,2,med,low
383,unacc,vhigh,low,4,2,med,med
384,unacc,vhigh,low,4,2,med,high
385,unacc,vhigh,low,4,2,big,low
386,unacc,vhigh,low,4,2,big,med
387,unacc,vhigh,low,4,2,big,high
388,unacc,vhigh,low,4,4,small,low
389,unacc,vhigh,low,4,4,small,med
390,acc,vhigh,low,4,4,small,high
391,unacc,vhigh,low,4,4,med,low
392,acc,vhigh,low,4,4,med,med
393,acc,vhigh,low,4,4,med,high
394,unacc,vhigh,low,4,4,big,low
395,acc,vhigh,low,4,4,big,med
396,acc,vhigh,low,4,4,big,high
397,unacc,vhigh,low,4,more,small,low
398,unacc,vhigh,low,4,more,small,med
399,acc,vhigh,low,4,more,small,high
400,unacc,vhigh,low,4,more,med,low
401,acc,vhigh,low,4,more,med,med
402,acc,vhigh,low,4,more,med,high
403,unacc,vhigh,low,4,more,big,low
404,acc,vhigh,low,4,more,big,med
405,acc,vhigh,low,4,more,big,high
406,unacc,vhigh,low,5more,2,small,low
407,unacc,vhigh,low,5more,2,small,med
408,unacc,vhigh,low,5more,2,small,high
409,unacc,vhigh,low,5more,2,med,low
410,unacc,vhigh,low,5more,2,med,med
411,unacc,vhigh,low,5more,2,med,high
412,unacc,vhigh,low,5more,2,big,low
413,unacc,vhigh,low,5more,2,big,med
414,unacc,vhigh,low,5more,2,big,high
415,unacc,vhigh,low,5more,4,small,low
416,unacc,vhigh,low,5more,4,small,med
417,acc,vhigh,low,5more,4,small,high
418,unacc,vhigh,low,5more,4,med,low
419,acc,vhigh,low,5more,4,med,med
420,acc,vhigh,low,5more,4,med,high
421,unacc,vhigh,low,5more,4,big,low
422,acc,vhigh,low,5more,4,big,med
423,acc,vhigh,low,5more,4,big,high
424,unacc,vhigh,low,5more,more,small,low
425,unacc,vhigh,low,5more,more,small,med
426,acc,vhigh,low,5more,more,small,high
427,unacc,vhigh,low,5more,more,med,low
428,acc,vhigh,low,5more,more,med,med
429,acc,vhigh,low,5more,more,med,high
430,unacc,vhigh,low,5more,more,big,low
431,acc,vhigh,low,5more,more,big,med
432,acc,vhigh,low,5more,more,big,high
433,unacc,high,vhigh,2,2,small,low
434,unacc,high,vhigh,2,2,small,med
435,unacc,high,vhigh,2,2,small,high
436,unacc,high,vhigh,2,2,med,low
437,unacc,high,vhigh,2,2,med,med
438,unacc,high,vhigh,2,2,med,high
439,unacc,high,vhigh,2,2,big,low
440,unacc,high,vhigh,2,2,big,med
441,unacc,high,vhigh,2,2,big,high
442,unacc,high,vhigh,2,4,small,low
443,unacc,high,vhigh,2,4,small,med
444,unacc,high,vhigh,2,4,small,high
445,unacc,high,vhigh,2,4,med,low
446,unacc,high,vhigh,2,4,med,med
447,unacc,high,vhigh,2,4,med,high
448,unacc,high,vhigh,2,4,big,low
449,unacc,high,vhigh,2,4,big,med
450,unacc,high,vhigh,2,4,big,high
451,unacc,high,vhigh,2,more,small,low
452,unacc,high,vhigh,2,more,small,med
453,unacc,high,vhigh,2,more,small,high
454,unacc,high,vhigh,2,more,med,low
455,unacc,high,vhigh,2,more,med,med
456,unacc,high,vhigh,2,more,med,high
457,unacc,high,vhigh,2,more,big,low
458,unacc,high,vhigh,2,more,big,med
459,unacc,high,vhigh,2,more,big,high
460,unacc,high,vhigh,3,2,small,low
461,unacc,high,vhigh,3,2,small,med
462,unacc,high,vhigh,3,2,small,high
463,unacc,high,vhigh,3,2,med,low
464,unacc,high,vhigh,3,2,med,med
465,unacc,high,vhigh,3,2,med,high
466,unacc,high,vhigh,3,2,big,low
467,unacc,high,vhigh,3,2,big,med
468,unacc,high,vhigh,3,2,big,high
469,unacc,high,vhigh,3,4,small,low
470,unacc,high,vhigh,3,4,small,med
471,unacc,high,vhigh,3,4,small,high
472,unacc,high,vhigh,3,4,med,low
473,unacc,high,vhigh,3,4,med,med
474,unacc,high,vhigh,3,4,med,high
475,unacc,high,vhigh,3,4,big,low
476,unacc,high,vhigh,3,4,big,med
477,unacc,high,vhigh,3,4,big,high
478,unacc,high,vhigh,3,more,small,low
479,unacc,high,vhigh,3,more,small,med
480,unacc,high,vhigh,3,more,small,high
481,unacc,high,vhigh,3,more,med,low
482,unacc,high,vhigh,3,more,med,med
483,unacc,high,vhigh,3,more,med,high
484,unacc,high,vhigh,3,more,big,low
485,unacc,high,vhigh,3,more,big,med
486,unacc,high,vhigh,3,more,big,high
487,unacc,high,vhigh,4,2,small,low
488,unacc,high,vhigh,4,2,small,med
489,unacc,high,vhigh,4,2,small,high
490,unacc,high,vhigh,4,2,med,low
491,unacc,high,vhigh,4,2,med,med
492,unacc,high,vhigh,4,2,med,high
493,unacc,high,vhigh,4,2,big,low
494,unacc,high,vhigh,4,2,big,med
495,unacc,high,vhigh,4,2,big,high
496,unacc,high,vhigh,4,4,small,low
497,unacc,high,vhigh,4,4,small,med
498,unacc,high,vhigh,4,4,small,high
499,unacc,high,vhigh,4,4,med,low
500,unacc,high,vhigh,4,4,med,med
501,unacc,high,vhigh,4,4,med,high
502,unacc,high,vhigh,4,4,big,low
503,unacc,high,vhigh,4,4,big,med
504,unacc,high,vhigh,4,4,big,high
505,unacc,high,vhigh,4,more,small,low
506,unacc,high,vhigh,4,more,small,med
507,unacc,high,vhigh,4,more,small,high
508,unacc,high,vhigh,4,more,med,low
509,unacc,high,vhigh,4,more,med,med
510,unacc,high,vhigh,4,more,med,high
511,unacc,high,vhigh,4,more,big,low
512,unacc,high,vhigh,4,more,big,med
513,unacc,high,vhigh,4,more,big,high
514,unacc,high,vhigh,5more,2,small,low
515,unacc,high,vhigh,5more,2,small,med
516,unacc,high,vhigh,5more,2,small,high
517,unacc,high,vhigh,5more,2,med,low
518,unacc,high,vhigh,5more,2,med,med
519,unacc,high,vhigh,5more,2,med,high
520,unacc,high,vhigh,5more,2,big,low
521,unacc,high,vhigh,5more,2,big,med
522,unacc,high,vhigh,5more,2,big,high
523,unacc,high,vhigh,5more,4,small,low
524,unacc,high,vhigh,5more,4,small,med
525,unacc,high,vhigh,5more,4,small,high
526,unacc,high,vhigh,5more,4,med,low
527,unacc,high,vhigh,5more,4,med,med
528,unacc,high,vhigh,5more,4,med,high
529,unacc,high,vhigh,5more,4,big,low
530,unacc,high,vhigh,5more,4,big,med
531,unacc,high,vhigh,5more,4,big,high
532,unacc,high,vhigh,5more,more,small,low
533,unacc,high,vhigh,5more,more,small,med
534,unacc,high,vhigh,5more,more,small,high
535,unacc,high,vhigh,5more,more,med,low
536,unacc,high,vhigh,5more,more,med,med
537,unacc,high,vhigh,5more,more,med,high
538,unacc,high,vhigh,5more,more,big,low
539,unacc,high,vhigh,5more,more,big,med
540,unacc,high,vhigh,5more,more,big,high
541,unacc,high,high,2,2,small,low
542,unacc,high,high,2,2,small,med
543,unacc,high,high,2,2,small,high
544,unacc,high,high,2,2,med,low
545,unacc,high,high,2,2,med,med
546,unacc,high,high,2,2,med,high
547,unacc,high,high,2,2,big,low
548,unacc,high,high,2,2,big,med
549,unacc,high,high,2,2,big,high
550,unacc,high,high,2,4,small,low
551,unacc,high,high,2,4,small,med
552,acc,high,high,2,4,small,high
553,unacc,high,high,2,4,med,low
554,unacc,high,high,2,4,med,med
555,acc,high,high,2,4,med,high
556,unacc,high,high,2,4,big,low
557,acc,high,high,2,4,big,med
558,acc,high,high,2,4,big,high
559,unacc,high,high,2,more,small,low
560,unacc,high,high,2,more,small,med
561,unacc,high,high,2,more,small,high
562,unacc,high,high,2,more,med,low
563,unacc,high,high,2,more,med,med
564,acc,high,high,2,more,med,high
565,unacc,high,high,2,more,big,low
566,acc,high,high,2,more,big,med
567,acc,high,high,2,more,big,high
568,unacc,high,high,3,2,small,low
569,unacc,high,high,3,2,small,med
570,unacc,high,high,3,2,small,high
571,unacc,high,high,3,2,med,low
572,unacc,high,high,3,2,med,med
573,unacc,high,high,3,2,med,high
574,unacc,high,high,3,2,big,low
575,unacc,high,high,3,2,big,med
576,unacc,high,high,3,2,big,high
577,unacc,high,high,3,4,small,low
578,unacc,high,high,3,4,small,med
579,acc,high,high,3,4,small,high
580,unacc,high,high,3,4,med,low
581,unacc,high,high,3,4,med,med
582,acc,high,high,3,4,med,high
583,unacc,high,high,3,4,big,low
584,acc,high,high,3,4,big,med
585,acc,high,high,3,4,big,high
586,unacc,high,high,3,more,small,low
587,unacc,high,high,3,more,small,med
588,acc,high,high,3,more,small,high
589,unacc,high,high,3,more,med,low
590,acc,high,high,3,more,med,med
591,acc,high,high,3,more,med,high
592,unacc,high,high,3,more,big,low
593,acc,high,high,3,more,big,med
594,acc,high,high,3,more,big,high
595,unacc,high,high,4,2,small,low
596,unacc,high,high,4,2,small,med
597,unacc,high,high,4,2,small,high
598,unacc,high,high,4,2,med,low
599,unacc,high,high,4,2,med,med
600,unacc,high,high,4,2,med,high
601,unacc,high,high,4,2,big,low
602,unacc,high,high,4,2,big,med
603,unacc,high,high,4,2,big,high
604,unacc,high,high,4,4,small,low
605,unacc,high,high,4,4,small,med
606,acc,high,high,4,4,small,high
607,unacc,high,high,4,4,med,low
608,acc,high,high,4,4,med,med
609,acc,high,high,4,4,med,high
610,unacc,high,high,4,4,big,low
611,acc,high,high,4,4,big,med
612,acc,high,high,4,4,big,high
613,unacc,high,high,4,more,small,low
614,unacc,high,high,4,more,small,med
615,acc,high,high,4,more,small,high
616,unacc,high,high,4,more,med,low
617,acc,high,high,4,more,med,med
618,acc,high,high,4,more,med,high
619,unacc,high,high,4,more,big,low
620,acc,high,high,4,more,big,med
621,acc,high,high,4,more,big,high
622,unacc,high,high,5more,2,small,low
623,unacc,high,high,5more,2,small,med
624,unacc,high,high,5more,2,small,high
625,unacc,high,high,5more,2,med,low
626,unacc,high,high,5more,2,med,med
627,unacc,high,high,5more,2,med,high
628,unacc,high,high,5more,2,big,low
629,unacc,high,high,5more,2,big,med
630,unacc,high,high,5more,2,big,high
631,unacc,high,high,5more,4,small,low
632,unacc,high,high,5more,4,small,med
633,acc,high,high,5more,4,small,high
634,unacc,high,high,5more,4,med,low
635,acc,high,high,5more,4,med,med
636,acc,high,high,5more,4,med,high
637,unacc,high,high,5more,4,big,low
638,acc,high,high,5more,4,big,med
639,acc,high,high,5more,4,big,high
640,unacc,high,high,5more,more,small,low
641,unacc,high,high,5more,more,small,med
642,acc,high,high,5more,more,small,high
643,unacc,high,high,5more,more,med,low
644,acc,high,high,5more,more,med,med
645,acc,high,high,5more,more,med,high
646,unacc,high,high,5more,more,big,low
647,acc,high,high,5more,more,big,med
648,acc,high,high,5more,more,big,high
649,unacc,high,med,2,2,small,low
650,unacc,high,med,2,2,small,med
651,unacc,high,med,2,2,small,high
652,unacc,high,med,2,2,med,low
653,unacc,high,med,2,2,med,med
654,unacc,high,med,2,2,med,high
655,unacc,high,med,2,2,big,low
656,unacc,high,med,2,2,big,med
657,unacc,high,med,2,2,big,high
658,unacc,high,med,2,4,small,low
659,unacc,high,med,2,4,small,med
660,acc,high,med,2,4,small,high
661,unacc,high,med,2,4,med,low
662,unacc,high,med,2,4,med,med
663,acc,high,med,2,4,med,high
664,unacc,high,med,2,4,big,low
